label,kepid,kepoi_name,label_str,period,duration_hr
0,4840156,K07709.01,FALSE POSITIVE,2.69487041,2.553
0,6468904,K04743.01,FALSE POSITIVE,49.5387264,2.238
2,7287677,K04815.01,CANDIDATE,18.3721835,3.738
0,5709906,K04744.01,FALSE POSITIVE,3.39155966,3.87
0,9777556,K04814.01,FALSE POSITIVE,1.33254897,3.083
0,10753922,K04816.01,FALSE POSITIVE,18.2260472,3.664
2,4840672,K04813.01,CANDIDATE,9.2294726,2.446
0,5980061,K04817.01,FALSE POSITIVE,0.630539713,1.7407
2,7692248,K04886.01,CANDIDATE,17.99562529,0.871
0,4059887,K04887.01,FALSE POSITIVE,1.018347376,4.386
0,8288741,K04888.01,FALSE POSITIVE,0.659299289,0.6908
0,6852354,K04889.01,FALSE POSITIVE,101.97435125,2.34
2,6691169,K04890.01,CANDIDATE,63.095068,9.485
1,3120904,K03277.01,CONFIRMED,42.9136635,5.227
0,3858879,K03276.01,FALSE POSITIVE,25.951984,20.585
0,3342467,K03278.01,FALSE POSITIVE,88.1804682,5.033
0,2711597,K04746.01,FALSE POSITIVE,0.98041685,0.919
1,8047428,K04747.01,CONFIRMED,92.263742,8.605
1,11513486,K04748.01,CONFIRMED,6.64754478,1.961
0,4851283,K07710.01,FALSE POSITIVE,1.23517588,5.476
2,6520519,K04749.01,CANDIDATE,1.97650073,1.788
2,9459162,K04818.01,CANDIDATE,3.79892774,4.112
0,5024138,K04819.01,FALSE POSITIVE,0.416995408,0.8928
2,9969287,K04820.01,CANDIDATE,14.7401061,5.637
0,4927734,K03212.01,FALSE POSITIVE,3.0001191,6.61
1,11189311,K03220.01,CONFIRMED,81.4160138,14.175
2,10747501,K04891.01,CANDIDATE,4.7309013,2.889
2,10586744,K04892.01,CANDIDATE,21.3761817,8.543
2,11970050,K04893.01,CANDIDATE,6.58753699,2.043
0,10031918,K04894.01,FALSE POSITIVE,8.5900471,3.463
1,3544640,K03279.01,CONFIRMED,30.8278245,4.214
1,10653179,K03280.01,CONFIRMED,47.1607932,4.003
1,6497146,K03284.01,CONFIRMED,35.2330694,3.674
1,12066569,K03282.01,CONFIRMED,49.2768448,3.787
0,8625813,K03285.01,FALSE POSITIVE,45.3965379,3.826
2,5308296,K04750.01,CANDIDATE,36.721576,7.758
2,9702945,K04822.01,CANDIDATE,3.51413723,3.919
0,4544628,K04753.01,FALSE POSITIVE,0.729724346,2.699
2,11401253,K04823.01,CANDIDATE,4.96504981,2.212
0,7052511,K04824.01,FALSE POSITIVE,0.821472455,2.433
0,4764774,K04825.01,FALSE POSITIVE,1.29019586,3.741
2,10549902,K04826.01,CANDIDATE,1.141148847,1.629
2,12416597,K04895.01,CANDIDATE,12.460565,3.903
0,9910828,K04897.01,FALSE POSITIVE,8.48032079,5.791
1,8016691,K03286.01,CONFIRMED,18.1373788,3.844
1,6584273,K03287.01,CONFIRMED,51.1104797,7.712
1,5768816,K03288.01,CONFIRMED,47.9869119,5.342
0,5360974,K03289.01,FALSE POSITIVE,29.8042694,3.107
2,10118266,K04755.01,CANDIDATE,3.74318005,1.111
2,10291589,K04754.01,CANDIDATE,7.08757462,3.342
2,5695615,K04756.01,CANDIDATE,5.4169303,7.512
0,4670267,K07699.01,FALSE POSITIVE,1.003049079,7.9657
0,7435780,K04757.01,FALSE POSITIVE,0.933157032,2.614
0,8938937,K04758.01,FALSE POSITIVE,37.1083458,4.112
2,5651846,K04827.01,CANDIDATE,31.1920226,2.849
0,12401132,K04829.02,FALSE POSITIVE,12.083457,3.536
0,10556180,K04828.01,FALSE POSITIVE,1.02104719,6.39
0,6956136,K03221.01,FALSE POSITIVE,53.912783631,44.0504
2,6424561,K04900.01,CANDIDATE,6.6716723,2.693
0,10661917,K04901.01,FALSE POSITIVE,1.23142395,2.186
0,5392871,K03292.01,FALSE POSITIVE,42.3991752,7.251
0,4466356,K03295.01,FALSE POSITIVE,14.12809896,2.326
0,3858851,K03293.01,FALSE POSITIVE,25.95198823,14.602
0,3858917,K03294.01,FALSE POSITIVE,25.9522401,20.813
2,7949593,K04759.01,CANDIDATE,17.7662938,3.079
0,3859151,K04761.01,FALSE POSITIVE,25.95633,26.34
0,9474232,K04760.01,FALSE POSITIVE,13.6917833,4.198
0,11456279,K03204.01,FALSE POSITIVE,0.572937573,2.576
2,7098255,K04762.01,CANDIDATE,11.56722589,2.507
0,5398002,K03213.01,FALSE POSITIVE,14.15849823,46.356
0,10356124,K04832.01,FALSE POSITIVE,12.3748247,90.01
2,8233326,K04834.01,CANDIDATE,3.74099144,5.428
2,10584140,K04833.01,CANDIDATE,4.31724247,4.126
1,6368175,K03503.01,CONFIRMED,21.1876185,3.69
0,5385471,K03502.01,FALSE POSITIVE,12.4261177,28.5357
0,5471158,K03504.01,FALSE POSITIVE,12.42560404,23.9402
0,4847843,K03505.01,FALSE POSITIVE,30.9604688,14.992
0,5120225,K07717.01,FALSE POSITIVE,1.041619932,8.1218
0,9656543,K03588.01,FALSE POSITIVE,2.544594443,3.21373
0,3348093,K03590.01,FALSE POSITIVE,7.964400574,4.4761
0,6442602,K07778.01,FALSE POSITIVE,0.56678228,4.725
0,6182846,K03591.01,FALSE POSITIVE,6.399101307,4.7439
1,11455428,K03365.01,CONFIRMED,22.1270885,4.472
0,10484409,K03366.01,FALSE POSITIVE,10.6784787,2.307
2,10935993,K03367.01,CANDIDATE,25.3736543,2.619
2,5257082,K03368.01,CANDIDATE,10.08535311,1.75
1,6265665,K03436.01,CONFIRMED,44.2018402,4.949
0,3945802,K03435.01,FALSE POSITIVE,24.2157996,4.359
2,8628665,K03434.01,CANDIDATE,10.2856373,3.043
1,4645174,K03437.01,CONFIRMED,15.0330623,6.326
0,8719419,K03506.01,FALSE POSITIVE,12.62530918,3.163
0,4079530,K03594.01,FALSE POSITIVE,17.72722648,4.1376
0,6445531,K07779.01,FALSE POSITIVE,1.71024931,2.833
0,9025914,K03596.01,FALSE POSITIVE,11.320287875,4.82219
0,9366988,K03597.01,FALSE POSITIVE,1.219034103,2.4494
1,11657614,K03370.02,CONFIRMED,5.94228603,2.169
2,11125797,K03371.01,CANDIDATE,58.1263775,4.018
1,6599975,K03438.01,CONFIRMED,14.5565618,4.554
1,4282191,K03439.01,CONFIRMED,41.7084063,8.567
0,5887316,K07747.01,FALSE POSITIVE,0.603086711,1.0869
1,3559860,K03440.01,CONFIRMED,33.0257179,6.032
0,6147851,K07766.01,FALSE POSITIVE,3.06026014,2.545
0,9529733,K03600.01,FALSE POSITIVE,4.80912667,7.9331
0,9613070,K03601.01,FALSE POSITIVE,2.33211505,2.96723
0,9715925,K03599.01,FALSE POSITIVE,6.30828538,2.48633
0,5709103,K07736.01,FALSE POSITIVE,0.664727127,1.561
1,6705026,K03374.01,CONFIRMED,9.5084871,4.372
2,6705026,K03374.02,CANDIDATE,34.1086562,6.405
1,6779726,K03375.01,CONFIRMED,47.0563327,4.807
2,5553959,K03377.01,CANDIDATE,10.0100312,1.35
0,5887393,K07748.01,FALSE POSITIVE,1.55090374,3.028
2,5384713,K03444.02,CANDIDATE,60.32668824,1.6864
1,11860395,K03445.01,CONFIRMED,82.303914,15.404
0,6187888,K07768.01,FALSE POSITIVE,0.789171236,1.734
1,9529744,K01806.02,CONFIRMED,17.9346606,6.25
2,6451368,K07780.01,CANDIDATE,5.3360574,3.877
0,5730394,K03603.01,FALSE POSITIVE,5.519188936,7.1351
0,4073707,K03525.01,FALSE POSITIVE,6.282033445,8.3777
0,10275074,K03606.01,FALSE POSITIVE,2.181555909,4.41739
0,9110346,K03607.01,FALSE POSITIVE,0.895276162,3.0518
1,2995392,K03379.01,CONFIRMED,30.4544418,6.896
0,3120308,K03380.01,FALSE POSITIVE,10.26558924,3.879
1,8078502,K03383.01,CONFIRMED,37.8862977,5.218
2,8644365,K03384.01,CANDIDATE,10.54841329,1.872
0,9991621,K03382.01,FALSE POSITIVE,18.9257333,6.149
2,3348216,K03448.01,CANDIDATE,32.510844,3.254
0,2852528,K03446.01,FALSE POSITIVE,11.9615433,3.129
0,8560940,K03450.01,FALSE POSITIVE,31.9730649,8.872
2,10793576,K03451.01,CANDIDATE,10.90752977,2.764
0,6469946,K07781.01,FALSE POSITIVE,0.715802309,1.5586
0,6233903,K03609.01,FALSE POSITIVE,2.995357359,6.57901
0,7212066,K03610.01,FALSE POSITIVE,3.840485025,2.8592
1,8644365,K03384.02,CONFIRMED,19.9158863,6.191
0,6675060,K03611.01,FALSE POSITIVE,10.443341795,3.94077
0,5716508,K07737.01,FALSE POSITIVE,4.75307877,2.35
0,10518735,K03612.01,FALSE POSITIVE,19.515013291,4.59379
0,6309264,K03387.01,FALSE POSITIVE,14.2821417,2.068
0,7021177,K03452.01,FALSE POSITIVE,18.64532882,3.63893
2,6947668,K03455.01,CANDIDATE,14.0545718,4.066
1,9529744,K01806.03,CONFIRMED,8.37159554,5.252
1,6364582,K03456.01,CONFIRMED,30.8609783,4.216
0,6190535,K07769.01,FALSE POSITIVE,3.652810043,1.5132
0,9834257,K03457.01,FALSE POSITIVE,15.65134872,4.1553
0,6527016,K07783.01,FALSE POSITIVE,0.542636318,1.2536
0,7376500,K03535.01,FALSE POSITIVE,5.877122485,4.71655
0,8095110,K03619.01,FALSE POSITIVE,2.1032389,6.4774
0,9775253,K03621.01,FALSE POSITIVE,4.39451798,2.9527
0,3858988,K03388.01,FALSE POSITIVE,25.9518795,21.569
2,3848966,K03389.01,CANDIDATE,29.7681831,9.425
0,5895083,K07751.01,FALSE POSITIVE,2.25161215,2.1
2,9452897,K03391.01,CANDIDATE,36.7662364,3.305
1,2717158,K03459.01,CONFIRMED,13.2226149,4.337
1,6118370,K03458.01,CONFIRMED,14.0328775,6.684
2,9664276,K03460.01,CANDIDATE,62.596544,11.477
0,2437112,K03461.01,FALSE POSITIVE,18.79852,4.795
0,6198256,K07770.01,FALSE POSITIVE,3.54828691,3.281
0,7374746,K03537.01,FALSE POSITIVE,1.366946478,3.37701
0,6519865,K07782.01,FALSE POSITIVE,0.566813677,2.458
0,10091110,K03627.02,FALSE POSITIVE,8.529991199,3.9954
0,3542574,K03628.01,FALSE POSITIVE,3.47140045,1.55
0,3544694,K03629.01,FALSE POSITIVE,1.922862476,3.4594
1,9085563,K03393.01,CONFIRMED,54.6493679,7.962
2,7748487,K03394.01,CANDIDATE,15.5764061,5.382
2,3219037,K03395.01,CANDIDATE,10.00506974,3.481
0,5952448,K07753.01,FALSE POSITIVE,0.905675699,1.701
2,5710069,K03396.01,CANDIDATE,36.2580749,5.917
2,9967009,K03462.01,CANDIDATE,12.4326997,7.81
0,11874338,K03464.01,FALSE POSITIVE,15.9750417,3.549
1,9763612,K03465.01,CONFIRMED,16.0505464,3.171
0,6199716,K07771.01,FALSE POSITIVE,0.805267592,0.887
0,10092312,K01823.02,FALSE POSITIVE,1.096587245,3.0287
0,3964545,K03542.01,FALSE POSITIVE,3.012476415,3.31903
0,3735629,K03544.01,FALSE POSITIVE,4.664186517,4.0639
0,5444491,K07727.01,FALSE POSITIVE,0.759740194,3.252
0,8244173,K03545.01,FALSE POSITIVE,1.092066399,2.97608
0,3735634,K03615.01,FALSE POSITIVE,4.664188563,3.773
0,9886224,K03614.01,FALSE POSITIVE,2.992662857,2.5258
0,6546508,K03613.01,FALSE POSITIVE,3.053578643,3.22884
0,5730380,K07738.01,FALSE POSITIVE,0.954873008,1.0613
2,6200810,K03397.01,CANDIDATE,35.8754482,3.972
0,6058875,K03616.01,FALSE POSITIVE,0.56493412,2.57621
0,10735564,K03617.01,FALSE POSITIVE,1.674984844,4.92134
1,3561464,K03398.01,CONFIRMED,7.31945294,4.881
1,3561464,K03398.02,CONFIRMED,35.8007112,8.219
0,5962509,K07754.01,FALSE POSITIVE,0.790049989,2.794
0,6359802,K03399.01,FALSE POSITIVE,14.15402615,4.115
1,5213404,K03468.01,CONFIRMED,20.7057153,9.678
2,4844470,K03469.01,CANDIDATE,60.532988,7.086
0,6205566,K07772.01,FALSE POSITIVE,3.7228679,9.557
2,9995771,K03470.01,CANDIDATE,15.0617835,6.31
0,7287391,K03546.01,FALSE POSITIVE,4.286103033,2.6422
0,10215869,K03548.01,FALSE POSITIVE,5.017239915,4.36126
0,5456319,K07728.01,FALSE POSITIVE,0.937923475,3.164
0,7025540,K03550.01,FALSE POSITIVE,2.148219541,2.94091
0,6677267,K03622.01,FALSE POSITIVE,3.125821128,2.2163
0,7732791,K03623.01,FALSE POSITIVE,1.032068851,2.1344
0,5736801,K07739.01,FALSE POSITIVE,6.6751871,2.372
0,8177798,K03624.01,FALSE POSITIVE,1.450205839,3.6373
0,10489521,K03625.01,FALSE POSITIVE,3.224486463,4.61686
0,5991070,K07756.01,FALSE POSITIVE,0.94102954,4.415
0,9328641,K03400.01,FALSE POSITIVE,33.3239576,37.217
2,9966219,K03401.01,CANDIDATE,17.9559673,6.237
1,9995771,K03470.02,CONFIRMED,25.4337864,6.514
1,11754430,K03403.01,CONFIRMED,39.818832,10.757
0,11875511,K03471.01,FALSE POSITIVE,67.451045,8.9387
2,6231721,K07773.01,CANDIDATE,2.69339974,1.936
2,9536108,K03472.01,CANDIDATE,10.43003118,2.029
2,8905246,K03473.01,CANDIDATE,27.63714708,1.7277
1,5213230,K03474.01,CONFIRMED,52.6095103,8.202
2,5460434,K07729.01,CANDIDATE,50.563697,5.381
1,11754430,K03403.02,CONFIRMED,6.15828666,6.329
1,10922659,K03335.01,CONFIRMED,31.2543238,5.662
0,6032920,K07757.01,FALSE POSITIVE,10.828825742,0.7275
1,8409295,K03404.01,CONFIRMED,82.292865,7.048
0,9468382,K03409.01,FALSE POSITIVE,11.08260553,6.23
2,11922778,K03408.01,CANDIDATE,65.427645,9.404
0,6145201,K03475.01,FALSE POSITIVE,22.7832776,4.194
0,9226339,K03477.01,FALSE POSITIVE,21.4618453,5.675
0,5512513,K07730.01,FALSE POSITIVE,0.77459856,2.71
0,4848423,K03560.01,FALSE POSITIVE,1.501760172,5.85519
0,11403216,K03561.01,FALSE POSITIVE,4.05325447,4.0116
0,5774375,K07740.01,FALSE POSITIVE,1.549979213,7.5945
0,8263752,K03338.02,FALSE POSITIVE,10.9938087,5.0403
2,3529290,K03340.01,CANDIDATE,8.9539656,4.898
2,7772914,K03339.01,CANDIDATE,23.1334494,3.602
1,9285265,K03410.01,CONFIRMED,16.5860329,7.043
2,6025124,K03411.01,CANDIDATE,26.83771808,1.6162
2,6277410,K07774.01,CANDIDATE,6.32589574,1.383
1,5780930,K03412.01,CONFIRMED,16.7525077,3.174
2,8812045,K03481.01,CANDIDATE,32.715906,10.79
1,7288444,K03482.01,CONFIRMED,15.3317719,5.467
2,3101923,K03483.01,CANDIDATE,82.331756,8.664
1,10881457,K03484.01,CONFIRMED,84.704139,10.393
0,5513861,K07731.01,FALSE POSITIVE,0.755105584,5.02374
0,10960995,K03564.01,FALSE POSITIVE,1.558544209,3.3727
0,9592575,K03565.01,FALSE POSITIVE,2.63757408,5.9626
2,5621333,K03341.01,CANDIDATE,27.0965146,8.42
2,3236705,K03343.01,CANDIDATE,83.2664103,2.813
1,11810124,K03344.01,CONFIRMED,11.6044881,3.409
1,3433668,K03415.01,CONFIRMED,15.0219784,5.068
0,6023859,K03414.01,FALSE POSITIVE,27.009807384,1.96698
2,2849140,K03416.01,CANDIDATE,11.8237228,8.518
1,7503885,K03417.01,CONFIRMED,91.078624,10.304
0,5471289,K03485.01,FALSE POSITIVE,12.42592675,29.1701
2,8121328,K03486.01,CANDIDATE,19.0689513,12.462
0,5529552,K07732.01,FALSE POSITIVE,0.759768478,2.824
0,8882847,K03490.01,FALSE POSITIVE,42.2011587,8.479
0,6707942,K03569.01,FALSE POSITIVE,9.014220178,2.76441
0,5023948,K03570.01,FALSE POSITIVE,1.824653341,4.25512
0,5113053,K03571.01,FALSE POSITIVE,3.185090259,4.80188
1,11810124,K03344.02,CONFIRMED,3.63898953,2.252
0,4743508,K03572.01,FALSE POSITIVE,2.086076372,2.4032
1,11303322,K03345.01,CONFIRMED,38.1303324,6.53
1,11241912,K03346.01,CONFIRMED,14.42735088,4.857
1,8824737,K03347.01,CONFIRMED,12.90235874,2.446
2,6043538,K07759.01,CANDIDATE,6.2253374,4.388
1,9349757,K03348.01,CONFIRMED,36.4337867,4.388
2,7289338,K03420.02,CANDIDATE,12.5014905,3.882
2,5004909,K03421.01,CANDIDATE,40.6511021,11.282
2,6278670,K07775.01,CANDIDATE,89.945828,2.286
2,5898983,K03422.01,CANDIDATE,40.1454757,5.2
0,8552719,K01792.02,FALSE POSITIVE,1.546222068,7.998
0,5193077,K03492.01,FALSE POSITIVE,22.2941485,3.188
2,5617259,K07733.01,CANDIDATE,1.048130894,5.6707
1,8880123,K03493.01,CONFIRMED,46.7162336,7.259
2,9474756,K03495.01,CANDIDATE,17.6062701,6.134
0,10068919,K03573.01,FALSE POSITIVE,43.56225858,3.6873
0,5823557,K07743.01,FALSE POSITIVE,2.4044122,4.575
1,8081239,K03352.01,CONFIRMED,10.35857039,2.577
1,3745559,K03423.01,CONFIRMED,30.2541186,2.134
1,9117416,K03425.01,CONFIRMED,20.034708,6.49
1,9117416,K03425.02,CONFIRMED,3.15722086,3.762
2,9474756,K03495.02,CANDIDATE,6.685438,5.09
2,5900235,K03426.01,CANDIDATE,58.7701045,6.995
1,7517261,K03496.01,CONFIRMED,23.2385587,8.432
0,8635938,K03498.01,FALSE POSITIVE,43.798566,6.401
1,8424002,K03497.01,CONFIRMED,20.35971899,2.1521
0,5024292,K03579.01,FALSE POSITIVE,4.301031137,5.65214
2,5877292,K07744.01,CANDIDATE,11.7201693,2.399
1,7091432,K03353.01,CONFIRMED,11.55532445,3.499
2,9845909,K03354.01,CANDIDATE,11.5706005,3.073
2,9221528,K03355.01,CANDIDATE,16.2953228,4.882
2,6106046,K07762.01,CANDIDATE,8.5073512,2.266
1,6368230,K03356.01,CONFIRMED,26.0841212,6.141
1,9027909,K03428.01,CONFIRMED,64.6589166,7.71
0,6369845,K07777.01,FALSE POSITIVE,27.6760342,4.234
1,8552719,K01792.03,CONFIRMED,9.10969334,5.3181
2,6058816,K03500.02,CANDIDATE,4.7482669,4.947
0,5471688,K03499.01,FALSE POSITIVE,12.4281308,6.79
0,9892471,K03584.01,FALSE POSITIVE,8.268081087,3.47103
0,2019076,K03585.01,FALSE POSITIVE,3.564614021,3.44204
0,7376490,K03586.01,FALSE POSITIVE,5.877122413,3.7369
0,11968513,K03587.01,FALSE POSITIVE,1.036592635,2.40749
2,4263529,K03358.01,CANDIDATE,10.10404351,1.0022
1,6619815,K03361.01,CONFIRMED,65.9407869,7.776
1,11651712,K03363.01,CONFIRMED,14.53260546,2.4212
2,7697103,K03430.01,CANDIDATE,13.9248005,5.016
2,9267996,K03431.01,CANDIDATE,19.6001405,8.613
1,8738775,K03432.01,CONFIRMED,48.0506878,7.999
2,7093401,K03433.01,CANDIDATE,34.08429351,1.3521
0,7877818,K03816.01,FALSE POSITIVE,9.44942628,6.3064
0,5636642,K03817.01,FALSE POSITIVE,0.933489066,1.41864
0,6515722,K03818.01,FALSE POSITIVE,1.908525084,4.169
0,6679504,K07788.01,FALSE POSITIVE,0.798467681,0.86
0,5560831,K03819.01,FALSE POSITIVE,0.867721348,4.8783
1,3728432,K03893.01,CONFIRMED,3.90863457,1.7704
0,5473535,K03894.01,FALSE POSITIVE,1.673662758,2.3135
0,12106934,K03895.01,FALSE POSITIVE,5.93717724,5.355
0,3955866,K03897.01,FALSE POSITIVE,16.8282542,39.098
0,6222898,K03896.01,FALSE POSITIVE,3.89043062,6.596
0,11200767,K03667.01,FALSE POSITIVE,2.489549075,2.4345
0,8589731,K03668.01,FALSE POSITIVE,4.469731089,5.257
0,4356766,K03669.01,FALSE POSITIVE,1.731803197,5.6803
0,2167890,K03670.01,FALSE POSITIVE,2.64830047,2.6395
0,4935914,K03743.01,FALSE POSITIVE,3.486318703,2.7904
0,11303811,K03744.01,FALSE POSITIVE,1.705780649,1.6271
0,2437783,K03745.01,FALSE POSITIVE,7.45306683,4.7617
0,12062660,K03746.01,FALSE POSITIVE,2.929299629,7.102
0,9777087,K03747.01,FALSE POSITIVE,5.50811352,2.9516
0,5956776,K03821.01,FALSE POSITIVE,0.569115097,3.5028
0,8883727,K03822.01,FALSE POSITIVE,2.529073751,1.8827
0,6516874,K03824.01,FALSE POSITIVE,0.916326699,3.1427
0,9161118,K03898.01,FALSE POSITIVE,1.306723495,6.606
0,3556229,K03899.01,FALSE POSITIVE,0.7967202,4.25304
0,10583225,K03902.01,FALSE POSITIVE,2.69634575,3.785
0,5215251,K03903.01,FALSE POSITIVE,2.553924603,9.835
0,9777090,K03672.01,FALSE POSITIVE,5.50817321,3.6845
0,10383696,K03671.01,FALSE POSITIVE,8.487871809,4.19829
0,11455484,K03673.01,FALSE POSITIVE,6.142812722,6.0751
0,9596089,K03675.01,FALSE POSITIVE,20.8392148,2.3321
0,9777087,K03747.02,FALSE POSITIVE,19.226055,2.949
0,5738506,K03676.01,FALSE POSITIVE,9.50158045,5.0701
2,11547869,K03749.01,CANDIDATE,10.72725536,1.7541
0,4247807,K03748.01,FALSE POSITIVE,2.050435466,8.0122
0,7700590,K03750.01,FALSE POSITIVE,1.507101452,5.2005
0,9053086,K03751.01,FALSE POSITIVE,1.274841686,3.5903
0,5467113,K03825.01,FALSE POSITIVE,2.845746618,13.0719
0,8240123,K03826.01,FALSE POSITIVE,2.30120705,25.08
0,10031907,K03828.01,FALSE POSITIVE,8.58965725,8.9793
0,5480736,K03904.01,FALSE POSITIVE,8.56751264,5.449
0,8487748,K03905.01,FALSE POSITIVE,1.061934313,3.194
0,9892856,K03906.01,FALSE POSITIVE,2.406574511,3.4382
0,7137213,K03907.01,FALSE POSITIVE,28.64338839,1.2246
0,6795089,K07792.01,FALSE POSITIVE,96.231257,2.488
0,5021174,K03679.01,FALSE POSITIVE,4.04506346,3.22222
0,6314185,K03752.01,FALSE POSITIVE,1.433262145,5.6316
0,8620561,K03753.01,FALSE POSITIVE,0.782046543,1.9874
0,8937019,K03754.01,FALSE POSITIVE,5.663604992,1.4283
0,9896435,K03755.01,FALSE POSITIVE,18.076610347,3.1396
0,10352938,K03756.01,FALSE POSITIVE,6.47173281,7.1964
0,10676927,K03830.01,FALSE POSITIVE,1.031100362,2.9759
0,5649836,K03831.01,FALSE POSITIVE,0.597933142,3.47133
0,7620660,K03832.01,FALSE POSITIVE,5.36652724,8.367
0,3836399,K03834.01,FALSE POSITIVE,1.540392098,3.7271
1,2581554,K03835.01,CONFIRMED,47.1484324,3.1347
1,10363115,K03908.01,CONFIRMED,59.3627946,13.972
0,10491062,K03910.01,FALSE POSITIVE,2.199076661,6.11
1,9761615,K03911.01,CONFIRMED,1.79110997,2.0917
0,4058881,K03912.01,FALSE POSITIVE,7.77241144,5.272
1,2581316,K03681.02,CONFIRMED,10.51421162,3.877
2,6863158,K07793.01,CANDIDATE,1.99469354,5.297
0,9394601,K03684.01,FALSE POSITIVE,0.876826336,3.6097
0,6863161,K03757.01,FALSE POSITIVE,1.98663794,4.7585
0,7840035,K03758.01,FALSE POSITIVE,13.54208867,4.9406
0,8543279,K03759.01,FALSE POSITIVE,7.549303633,2.3665
0,8047283,K03760.01,FALSE POSITIVE,0.77544539,1.8764
0,9761573,K03837.01,FALSE POSITIVE,7.4413445,2.8754
0,7612691,K03836.01,FALSE POSITIVE,3.46724809,11.01
0,8042789,K03838.01,FALSE POSITIVE,4.618309224,3.6752
0,10095484,K03839.01,FALSE POSITIVE,0.677761275,3.7085
0,5467102,K03840.01,FALSE POSITIVE,2.845739012,11.9327
2,10281221,K03913.01,CANDIDATE,0.582895412,1.0528
0,5471496,K03914.01,FALSE POSITIVE,12.42618005,28.1949
1,5784777,K03916.01,CONFIRMED,5.33905606,1.6415
0,4544620,K03915.01,FALSE POSITIVE,2.189090653,5.2094
0,6863187,K07794.01,FALSE POSITIVE,1.99492332,5.898
0,9719636,K03686.01,FALSE POSITIVE,3.351573993,2.8758
0,2452440,K03687.01,FALSE POSITIVE,8.097050622,5.6736
0,5020034,K03688.01,FALSE POSITIVE,2.119107262,7.5384
2,7017372,K03689.01,CANDIDATE,5.24088367,3.3656
0,6974867,K07800.01,FALSE POSITIVE,0.887691177,1.644
0,3114667,K03763.01,FALSE POSITIVE,0.888584158,2.25012
0,12109845,K03765.01,FALSE POSITIVE,0.865959015,1.9058
0,3954227,K03766.01,FALSE POSITIVE,0.594276199,2.0188
0,8651551,K03841.01,FALSE POSITIVE,1.527491117,7.9136
0,7115550,K07811.01,FALSE POSITIVE,0.566814046,4.049
0,9532637,K03842.01,FALSE POSITIVE,0.61496383,1.93053
0,7174349,K03844.01,FALSE POSITIVE,2.974163938,1.7423
1,10788461,K03925.01,CONFIRMED,9.2075634,3.365
1,10788461,K03925.02,CONFIRMED,2.5903958,2.088
1,10788461,K03925.03,CONFIRMED,5.3235335,2.714
0,11824218,K03845.01,FALSE POSITIVE,15.84131693,1.8156
0,11667548,K03926.01,FALSE POSITIVE,0.831741499,2.297
0,8868649,K03927.01,FALSE POSITIVE,4.44737112,19.45
0,9715939,K03690.01,FALSE POSITIVE,12.893018017,3.30029
2,6887030,K07795.01,CANDIDATE,5.44085762,2.119
0,4751083,K03691.02,FALSE POSITIVE,2.26631937,3.16
0,4751083,K03691.01,FALSE POSITIVE,4.532416322,3.2864
0,5903301,K03692.01,FALSE POSITIVE,1.160153553,2.16452
0,7695087,K03693.01,FALSE POSITIVE,4.032760214,2.7194
0,6200709,K03694.01,FALSE POSITIVE,3.723552982,3.5632
2,8323764,K03767.01,CANDIDATE,6.714247798,3.3304
0,7013923,K07801.01,FALSE POSITIVE,2.21396079,3.452
0,5360082,K03768.01,FALSE POSITIVE,11.35501209,14.557
2,5008245,K03770.01,CANDIDATE,2.60720833,2.6452
0,6543683,K03769.01,FALSE POSITIVE,1.195515251,5.0834
0,10555365,K03771.01,FALSE POSITIVE,5.80184753,3.9551
0,5481426,K03772.01,FALSE POSITIVE,2.38404983,3.2849
0,7983756,K03846.01,FALSE POSITIVE,5.24078259,5.238
0,7289165,K03847.01,FALSE POSITIVE,5.26641416,2.4404
0,8949316,K03849.01,FALSE POSITIVE,0.604358764,1.0423
1,12784167,K03848.01,CONFIRMED,1.847892736,1.8904
0,8912730,K03850.01,FALSE POSITIVE,11.3775281,12.918
0,9784230,K03851.01,FALSE POSITIVE,0.7981968,2.22035
0,11466960,K03917.01,FALSE POSITIVE,0.695954898,1.469
0,3124420,K03918.01,FALSE POSITIVE,0.948951607,4.3809
0,4649440,K03919.01,FALSE POSITIVE,19.37070781,2.2466
0,2437488,K03920.01,FALSE POSITIVE,14.46993942,7.455
0,10083623,K03921.01,FALSE POSITIVE,1.278555003,1.4247
0,8043052,K03695.01,FALSE POSITIVE,2.244600029,1.9204
0,10268903,K03773.01,FALSE POSITIVE,1.103978,0.74
0,7017437,K07802.01,FALSE POSITIVE,43.8496474,2.217
0,7220320,K03775.01,FALSE POSITIVE,0.752158047,2.42733
0,9291378,K03776.01,FALSE POSITIVE,3.796488133,11.0659
2,4075067,K03777.01,CANDIDATE,17.7476059,5.066
0,4949524,K03852.01,FALSE POSITIVE,1.233076007,12.506
0,2697935,K03853.01,FALSE POSITIVE,21.5135234,77.983
0,6531143,K07784.01,FALSE POSITIVE,19.4444573,5.509
0,3550434,K03854.01,FALSE POSITIVE,1.1910489,1.3738
0,2558370,K03855.01,FALSE POSITIVE,0.546248198,2.1081
0,5397166,K03856.01,FALSE POSITIVE,1.811966339,3.792
0,7024530,K03922.01,FALSE POSITIVE,66.1539783,5.896
0,2438490,K03699.01,FALSE POSITIVE,3.31577795,4.2349
0,1433980,K03924.01,FALSE POSITIVE,1.592634161,8.9488
